,barcode,category,categoryCode,cpg,name,topBrand,brandCode,brandId
893,511111416012,Baking,BAKING,5f493d85be37ce64d0ae36b1,test brand @1598635397611,True,,5f493d85be37ce64d0ae36b2
894,511111201281,Breakfast & Cereal,,5332f5fbe4b03c9a25efd0ba,Quaker Oatmeal Squares,False,,58861c7f4e8d0d20bc42c4fb
895,511111806387,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Oatmeal Crisp™ Cereal,True,OATMEAL CRISP,5dd59806a60b870fc613f7ca
896,511111101383,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Milwaukee's Best Light,True,,58861c7e4e8d0d20bc42c4e4
897,511111818533,Baking,BAKING,5ff3842abe37ce2c56dacbab,test brand @1609794602668,False,,5ff3842abe37ce2c56dacbac
898,511111518556,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603283,False,TEST BRANDCODE @1609794603283,5ff3842bbe37ce2c56dacbaf
899,511111614630,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Phillips'®Digestive,False,PHILLIPS'®DIGESTIVE,5ec2dd58be37ce5234ec36b9
900,511111919681,Baking,BAKING,6000b8c3be37ce321363c6bf,test brand @1610660035741,False,TEST BRANDCODE @1610660035741,6000b8c3be37ce321363c6c1
901,511111719724,Baking,BAKING,6000b8c4be37ce321363c6c5,test brand @1610660036852,False,,6000b8c4be37ce321363c6c6
902,511111018544,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603236,False,TEST BRANDCODE @1609794603237,5ff3842bbe37ce2c56dacbae
903,511111218579,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603367,False,TEST BRANDCODE @1609794603367,5ff3842bbe37ce2c56dacbb1
904,511111718567,Baking,BAKING,5ff3842bbe37ce2c56dacbad,test brand @1609794603327,False,TEST BRANDCODE @1609794603327,5ff3842bbe37ce2c56dacbb0
905,511111418580,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1609794603941,False,TEST BRANDCODE @1609794603942,5ff3842bbe37ce2c56dacbb2
906,511111918592,Baking,BAKING,5ff73cf9be37ce1e961f3256,test brand @1610038521409,False,TEST BRANDCODE @1610038521409,5ff73cf9be37ce1e961f3257
907,511111419747,Baking,BAKING,60019b82be37ce4f17e558d1,test brand @1610718082601,False,TEST BRANDCODE @1610718082601,60019b82be37ce4f17e558d3
